,PWVmidTim,Tdelay
154,20110124/0645,2139.7
155,20110124/0715,2135.2
156,20110124/0745,2131.5
157,20110124/0815,2134.7
158,20110124/0845,2137.3
159,20110124/0915,2133.9
160,20110124/0945,2134.4
161,20110124/1015,2139.9
162,20110124/1045,2136.8
163,20110124/1115,2133.3
164,20110124/1145,2134.3
165,20110124/1215,2133.0
166,20110124/1245,2135.6
167,20110124/1315,2141.4
168,20110124/1345,2139.2
169,20110124/1415,2137.5
170,20110124/1445,2144.3
171,20110124/1515,2147.0
172,20110124/1545,2144.0
173,20110124/1615,2144.0
174,20110124/1645,2145.4
175,20110124/1715,2141.0
176,20110124/1745,2139.3
177,20110124/1815,2142.3
178,20110124/1845,2142.8
179,20110124/1915,2144.2
180,20110124/1945,2141.1
181,20110124/2015,2135.0
182,20110124/2045,2135.8
183,20110124/2115,2134.4
184,20110124/2145,2131.5
185,20110124/2215,2132.0
186,20110124/2245,2127.8
187,20110124/2315,2126.6
141,20110125/0015,2124.0
142,20110125/0045,2123.0
143,20110125/0115,2124.1
144,20110125/0145,2127.3
145,20110125/0215,2133.7
146,20110125/0245,2135.4
147,20110125/0315,2131.6
148,20110125/0345,2126.8
149,20110125/0415,2124.7
150,20110125/0445,2127.0
151,20110125/0515,2128.5
152,20110125/0545,2126.0
153,20110125/0615,2125.4
154,20110125/0645,2125.2
155,20110125/0715,2123.7
156,20110125/0745,2127.5
157,20110125/0815,2130.2
158,20110125/0845,2131.1
159,20110125/0915,2133.5
160,20110125/0945,2131.9
161,20110125/1015,2130.2
162,20110125/1045,2126.4
163,20110125/1115,2124.8
164,20110125/1145,2121.2
165,20110125/1215,2116.8
166,20110125/1245,2111.9
167,20110125/1315,2108.2
168,20110125/1345,2109.4
169,20110125/1415,2110.3
170,20110125/1445,2106.0
171,20110125/1515,2103.9
172,20110125/1545,2110.9
173,20110125/1615,2112.5
174,20110125/1645,2108.2
175,20110125/1715,2104.0
176,20110125/1745,2101.7
177,20110125/1815,2102.4
178,20110125/1845,2106.0
179,20110125/1915,2108.8
180,20110125/1945,2106.7
181,20110125/2015,2105.4
182,20110125/2045,2106.3
183,20110125/2115,2106.0
184,20110125/2145,2107.1
185,20110125/2215,2105.8
186,20110125/2245,2103.6
187,20110125/2315,2105.4
141,20110126/0015,2099.3
142,20110126/0045,2102.8
143,20110126/0115,2096.9
144,20110126/0145,2088.3
145,20110126/0215,2093.1
146,20110126/0245,2096.0
147,20110126/0315,2100.5
148,20110126/0345,2104.6
149,20110126/0415,2105.6
150,20110126/0445,2104.0
151,20110126/0515,2105.4
152,20110126/0545,2107.1
153,20110126/0615,2107.3
154,20110126/0645,2110.5
155,20110126/0715,2110.1
156,20110126/0745,2104.9
157,20110126/0815,2102.1
158,20110126/0845,2102.0
159,20110126/0915,2100.4
160,20110126/0945,2106.3
161,20110126/1015,2107.2
162,20110126/1045,2099.2
163,20110126/1115,2099.3
164,20110126/1145,2101.9
165,20110126/1215,2097.8
166,20110126/1245,2092.9
167,20110126/1315,2093.9
168,20110126/1345,2099.4
169,20110126/1415,2100.1
170,20110126/1445,2094.7
171,20110126/1515,2097.3
172,20110126/1545,2102.3
173,20110126/1615,2100.0
174,20110126/1645,2098.6
175,20110126/1715,2098.0
176,20110126/1745,2100.8
177,20110126/1815,2102.5
178,20110126/1845,2100.0
179,20110126/1915,2102.4
180,20110126/1945,2103.8
181,20110126/2015,2101.9
182,20110126/2045,2098.1
183,20110126/2115,2100.1
184,20110126/2145,2101.6
185,20110126/2215,2094.9
186,20110126/2245,2095.5
187,20110126/2315,2102.4
141,20110127/0015,2096.9
142,20110127/0045,2097.0
143,20110127/0115,2097.7
144,20110127/0145,2098.5
145,20110127/0215,2099.6
146,20110127/0245,2096.5
147,20110127/0315,2094.1
148,20110127/0345,2093.2
149,20110127/0415,2097.7
150,20110127/0445,2096.4
151,20110127/0515,2089.4
152,20110127/0545,2090.3
153,20110127/0615,2092.5
154,20110127/0645,2092.1
155,20110127/0715,2090.8
156,20110127/0745,2091.6
157,20110127/0815,2091.3
158,20110127/0845,2089.5
159,20110127/0915,2091.4
160,20110127/0945,2095.0
161,20110127/1015,2095.7
162,20110127/1045,2094.3
163,20110127/1115,2096.1
164,20110127/1145,2097.1
165,20110127/1215,2093.1
166,20110127/1245,2087.9
167,20110127/1315,2090.6
168,20110127/1345,2094.5
169,20110127/1415,2090.9
170,20110127/1445,2091.2
171,20110127/1515,2094.5
172,20110127/1545,2093.8
173,20110127/1615,2093.7
174,20110127/1645,2094.7
175,20110127/1715,2094.4
176,20110127/1745,2097.6
177,20110127/1815,2101.0
178,20110127/1845,2099.2
179,20110127/1915,2097.1
180,20110127/1945,2097.5
181,20110127/2015,2096.3
182,20110127/2045,2096.0
183,20110127/2115,2097.5
184,20110127/2145,2099.6
185,20110127/2215,2094.7
186,20110127/2245,2093.0
187,20110127/2315,2099.4
141,20110128/0015,2095.3
142,20110128/0045,2095.4
143,20110128/0115,2096.7
144,20110128/0145,2098.2
145,20110128/0215,2097.6
146,20110128/0245,2096.9
147,20110128/0315,2096.8
148,20110128/0345,2096.0
149,20110128/0415,2097.5
150,20110128/0445,2099.8
151,20110128/0515,2098.2
152,20110128/0545,2097.4
153,20110128/0615,2099.3
154,20110128/0645,2100.8
155,20110128/0715,2102.2
156,20110128/0745,2101.1
157,20110128/0815,2098.5
158,20110128/0845,2096.4
159,20110128/0915,2096.4
160,20110128/0945,2097.7
161,20110128/1015,2098.6
162,20110128/1045,2097.3
163,20110128/1115,2098.8
164,20110128/1145,2102.2
165,20110128/1215,2100.6
166,20110128/1245,2098.3
167,20110128/1315,2099.7
168,20110128/1345,2105.3
169,20110128/1415,2107.3
170,20110128/1445,2104.3
171,20110128/1515,2104.9
172,20110128/1545,2109.7
173,20110128/1615,2110.1
174,20110128/1645,2107.1
175,20110128/1715,2107.1
176,20110128/1745,2109.8
177,20110128/1815,2111.3
178,20110128/1845,2108.9
179,20110128/1915,2111.8
180,20110128/1945,2116.2
181,20110128/2015,2115.1
182,20110128/2045,2117.8
183,20110128/2115,2122.1
184,20110128/2145,2120.1
185,20110128/2215,2121.0
186,20110128/2245,2127.7
187,20110128/2315,2132.7
141,20110129/0015,2135.9
142,20110129/0045,2134.8
143,20110129/0115,2133.7
144,20110129/0145,2133.9
145,20110129/0215,2136.0
146,20110129/0245,2137.2
147,20110129/0315,2136.2
148,20110129/0345,2134.5
149,20110129/0415,2133.3
150,20110129/0445,2132.0
151,20110129/0515,2132.0
152,20110129/0545,2132.9
153,20110129/0615,2132.2
154,20110129/0645,2132.2
155,20110129/0715,2132.8
156,20110129/0745,2131.6
157,20110129/0815,2129.4
158,20110129/0845,2126.8
159,20110129/0915,2126.3
160,20110129/0945,2126.0
161,20110129/1015,2127.3
162,20110129/1045,2127.7
163,20110129/1115,2127.0
164,20110129/1145,2127.6
165,20110129/1215,2127.4
166,20110129/1245,2125.8
167,20110129/1315,2122.6
168,20110129/1345,2122.2
169,20110129/1415,2122.7
170,20110129/1445,2121.5
171,20110129/1515,2122.0
172,20110129/1545,2124.6
173,20110129/1615,2121.4
174,20110129/1645,2117.5
175,20110129/1715,2120.5
176,20110129/1745,2121.9
177,20110129/1815,2122.3
178,20110129/1845,2121.7
179,20110129/1915,2122.4
180,20110129/1945,2118.0
181,20110129/2015,2116.1
182,20110129/2045,2120.9
183,20110129/2115,2121.3
184,20110129/2145,2118.5
185,20110129/2215,2117.5
186,20110129/2245,2120.1
187,20110129/2315,2121.0
141,20110130/0015,2121.6
142,20110130/0045,2119.0
143,20110130/0115,2116.0
144,20110130/0145,2116.2
145,20110130/0215,2118.0
146,20110130/0245,2115.3
147,20110130/0315,2112.8
148,20110130/0345,2111.9
149,20110130/0415,2112.7
150,20110130/0445,2113.1
151,20110130/0515,2111.9
152,20110130/0545,2112.7
153,20110130/0615,2111.2
154,20110130/0645,2109.2
155,20110130/0715,2111.7
156,20110130/0745,2112.0
157,20110130/0815,2110.5
158,20110130/0845,2109.1
159,20110130/0915,2108.7
160,20110130/0945,2108.7
161,20110130/1015,2110.6
162,20110130/1045,2111.1
163,20110130/1115,2107.7
164,20110130/1145,2107.7
165,20110130/1215,2107.9
166,20110130/1245,2108.8
167,20110130/1315,2113.1
168,20110130/1345,2111.5
169,20110130/1415,2106.3
170,20110130/1445,2105.7
171,20110130/1515,2108.8
172,20110130/1545,2109.1
173,20110130/1615,2105.6
174,20110130/1645,2103.1
175,20110130/1715,2103.2
176,20110130/1745,2103.0
177,20110130/1815,2103.7
178,20110130/1845,2103.7
179,20110130/1915,2101.0
180,20110130/1945,2099.6
181,20110130/2015,2101.5
182,20110130/2045,2103.6
183,20110130/2115,2102.9
184,20110130/2145,2098.6
185,20110130/2215,2098.5
186,20110130/2245,2101.7
187,20110130/2315,2100.6
141,20110131/0015,2097.1
142,20110131/0045,2094.3
143,20110131/0115,2094.4
144,20110131/0145,2093.1
145,20110131/0215,2093.7
146,20110131/0245,2094.3
147,20110131/0315,2094.5
148,20110131/0345,2097.0
149,20110131/0415,2099.5
150,20110131/0445,2099.0
151,20110131/0515,2099.0
152,20110131/0545,2099.6
153,20110131/0615,2097.8
154,20110131/0645,2095.8
155,20110131/0715,2096.0
156,20110131/0745,2094.1
157,20110131/0815,2091.9
158,20110131/0845,2092.7
159,20110131/0915,2096.5
160,20110131/0945,2096.6
161,20110131/1015,2094.8
162,20110131/1045,2097.1
163,20110131/1115,2098.4
164,20110131/1145,2098.5
165,20110131/1215,2099.9
166,20110131/1245,2100.8
167,20110131/1315,2105.4
168,20110131/1345,2104.7
169,20110131/1415,2097.5
170,20110131/1445,2097.2
171,20110131/1515,2099.7
172,20110131/1545,2099.9
173,20110131/1615,2096.0
174,20110131/1645,2093.4
175,20110131/1715,2094.4
176,20110131/1745,2095.4
177,20110131/1815,2097.0
178,20110131/1845,2097.0
179,20110131/1915,2094.8
180,20110131/1945,2095.2
181,20110131/2015,2095.9
182,20110131/2045,2095.0
183,20110131/2115,2095.5
184,20110131/2145,2094.6
185,20110131/2215,2096.3
186,20110131/2245,2098.8
187,20110131/2315,2096.5
141,20110201/0015,2096.9
142,20110201/0045,2095.1
143,20110201/0115,2092.3
144,20110201/0145,2091.2
145,20110201/0215,2092.1
146,20110201/0245,2091.4
147,20110201/0315,2091.1
148,20110201/0345,2092.5
149,20110201/0415,2093.5
150,20110201/0445,2091.6
151,20110201/0515,2092.2
152,20110201/0545,2094.3
153,20110201/0615,2091.5
154,20110201/0645,2090.8
155,20110201/0715,2092.6
156,20110201/0745,2090.2
157,20110201/0815,2089.8
158,20110201/0845,2092.2
159,20110201/0915,2092.8
160,20110201/0945,2093.9
161,20110201/1015,2094.5
162,20110201/1045,2093.0
163,20110201/1115,2095.2
164,20110201/1145,2096.1
165,20110201/1215,2094.6
166,20110201/1245,2095.6
167,20110201/1315,2099.5
168,20110201/1345,2099.5
169,20110201/1415,2095.2
170,20110201/1445,2095.2
171,20110201/1515,2099.5
172,20110201/1545,2099.0
173,20110201/1615,2095.9
174,20110201/1645,2096.5
175,20110201/1715,2095.5
176,20110201/1745,2094.5
177,20110201/1815,2095.6
178,20110201/1845,2096.5
179,20110201/1915,2095.5
180,20110201/1945,2096.9
181,20110201/2015,2100.5
182,20110201/2045,2099.7
183,20110201/2115,2098.6
184,20110201/2145,2095.0
185,20110201/2215,2094.3
186,20110201/2245,2098.3
187,20110201/2315,2100.2
141,20110202/0015,2100.9
142,20110202/0045,2099.7
143,20110202/0115,2100.8
144,20110202/0145,2101.6
145,20110202/0215,2104.6
146,20110202/0245,2106.2
147,20110202/0315,2104.3
148,20110202/0345,2105.0
149,20110202/0415,2104.2
150,20110202/0445,2102.3
151,20110202/0515,2103.3
152,20110202/0545,2103.5
153,20110202/0615,2099.8
154,20110202/0645,2101.0
155,20110202/0715,2103.4
156,20110202/0745,2101.3
157,20110202/0815,2100.8
158,20110202/0845,2100.9
159,20110202/0915,2099.8
160,20110202/0945,2099.9
161,20110202/1015,2100.7
162,20110202/1045,2099.5
163,20110202/1115,2101.2
164,20110202/1145,2101.7
165,20110202/1215,2101.8
166,20110202/1245,2104.2
167,20110202/1315,2105.6
168,20110202/1345,2105.7
169,20110202/1415,2104.3
170,20110202/1445,2102.5
171,20110202/1515,2106.2
172,20110202/1545,2106.4
173,20110202/1615,2102.9
174,20110202/1645,2104.6
175,20110202/1715,2107.0
176,20110202/1745,2108.0
177,20110202/1815,2108.9
178,20110202/1845,2108.7
179,20110202/1915,2106.2
180,20110202/1945,2108.6
181,20110202/2015,2111.3
182,20110202/2045,2110.3
183,20110202/2115,2109.9
184,20110202/2145,2106.1
185,20110202/2215,2106.6
186,20110202/2245,2111.1
187,20110202/2315,2112.1
141,20110203/0015,2109.3
142,20110203/0045,2108.5
143,20110203/0115,2109.7
144,20110203/0145,2113.4
145,20110203/0215,2115.1
146,20110203/0245,2114.3
147,20110203/0315,2113.7
148,20110203/0345,2113.6
149,20110203/0415,2113.7
150,20110203/0445,2112.3
151,20110203/0515,2112.2
152,20110203/0545,2113.5
153,20110203/0615,2112.8
154,20110203/0645,2110.8
155,20110203/0715,2109.9
156,20110203/0745,2106.7
157,20110203/0815,2104.0
158,20110203/0845,2106.0
159,20110203/0915,2106.4
160,20110203/0945,2108.6
161,20110203/1015,2108.1
162,20110203/1045,2106.4
163,20110203/1115,2108.8
164,20110203/1145,2105.4
165,20110203/1215,2103.5
166,20110203/1245,2105.3
167,20110203/1315,2108.2
168,20110203/1345,2108.1
169,20110203/1415,2104.8
170,20110203/1445,2104.7
171,20110203/1515,2105.7
172,20110203/1545,2103.2
173,20110203/1615,2099.7
174,20110203/1645,2099.2
175,20110203/1715,2099.9
176,20110203/1745,2100.0
177,20110203/1815,2098.4
178,20110203/1845,2098.6
179,20110203/1915,2100.5
180,20110203/1945,2099.7
181,20110203/2015,2099.4
182,20110203/2045,2100.8
183,20110203/2115,2100.1
184,20110203/2145,2096.6
185,20110203/2215,2097.9
186,20110203/2245,2099.7
187,20110203/2315,2095.9
141,20110204/0015,2102.5
142,20110204/0045,2095.7
143,20110204/0115,2092.7
144,20110204/0145,2092.6
145,20110204/0215,2094.2
146,20110204/0245,2087.8
147,20110204/0315,2079.9
148,20110204/0345,2084.9
149,20110204/0415,2092.1
150,20110204/0445,2092.2
151,20110204/0515,2093.0
152,20110204/0545,2093.0
153,20110204/0615,2090.7
154,20110204/0645,2091.3
155,20110204/0715,2096.7
156,20110204/0745,2101.7
157,20110204/0815,2098.3
158,20110204/0845,2093.8
159,20110204/0915,2091.5
160,20110204/0945,2090.7
161,20110204/1015,2091.0
162,20110204/1045,2088.5
163,20110204/1115,2088.2
164,20110204/1145,2089.4
165,20110204/1215,2089.6
166,20110204/1245,2089.5
167,20110204/1315,2087.7
168,20110204/1345,2084.2
169,20110204/1415,2083.4
170,20110204/1445,2086.3
171,20110204/1515,2090.7
172,20110204/1545,2090.3
173,20110204/1615,2088.1
174,20110204/1645,2089.7
175,20110204/1715,2090.8
176,20110204/1745,2091.0
177,20110204/1815,2092.2
178,20110204/1845,2094.5
179,20110204/1915,2092.9
180,20110204/1945,2094.1
181,20110204/2015,2096.0
182,20110204/2045,2095.5
183,20110204/2115,2099.1
184,20110204/2145,2096.5
185,20110204/2215,2097.9
186,20110204/2245,2105.4
187,20110204/2315,2105.8
141,20110205/0015,2110.6
142,20110205/0045,2109.1
143,20110205/0115,2108.8
144,20110205/0145,2112.8
145,20110205/0215,2113.2
146,20110205/0245,2112.2
147,20110205/0315,2111.9
148,20110205/0345,2113.6
149,20110205/0415,2112.9
150,20110205/0445,2112.6
151,20110205/0515,2114.2
152,20110205/0545,2113.2
153,20110205/0615,2111.6
154,20110205/0645,2108.5
155,20110205/0715,2104.2
156,20110205/0745,2102.0
157,20110205/0815,2099.8
158,20110205/0845,2100.2
159,20110205/0915,2101.9
160,20110205/0945,2102.9
161,20110205/1015,2102.1
162,20110205/1045,2102.0
163,20110205/1115,2103.0
164,20110205/1145,2101.8
165,20110205/1215,2099.4
166,20110205/1245,2100.2
167,20110205/1315,2104.4
168,20110205/1345,2102.4
169,20110205/1415,2100.7
170,20110205/1445,2102.5
171,20110205/1515,2103.3
172,20110205/1545,2103.0
173,20110205/1615,2102.6
174,20110205/1645,2103.5
175,20110205/1715,2103.7
176,20110205/1745,2103.4
177,20110205/1815,2104.3
178,20110205/1845,2106.5
179,20110205/1915,2107.8
180,20110205/1945,2108.6
181,20110205/2015,2109.7
182,20110205/2045,2108.3
183,20110205/2115,2107.6
184,20110205/2145,2105.9
185,20110205/2215,2106.2
186,20110205/2245,2109.2
187,20110205/2315,2112.8
141,20110206/0015,2110.5
142,20110206/0045,2109.9
143,20110206/0115,2114.0
144,20110206/0145,2118.7
145,20110206/0215,2122.9
146,20110206/0245,2127.8
147,20110206/0315,2128.2
148,20110206/0345,2126.4
149,20110206/0415,2126.0
150,20110206/0445,2126.1
151,20110206/0515,2126.5
152,20110206/0545,2126.3
153,20110206/0615,2126.8
154,20110206/0645,2128.3
155,20110206/0715,2126.5
156,20110206/0745,2121.3
157,20110206/0815,2118.7
158,20110206/0845,2120.1
159,20110206/0915,2116.2
160,20110206/0945,2119.3
161,20110206/1015,2124.8
162,20110206/1045,2128.5
163,20110206/1115,2132.9
164,20110206/1145,2132.7
165,20110206/1215,2131.5
166,20110206/1245,2132.4
167,20110206/1315,2133.2
168,20110206/1345,2127.0
169,20110206/1415,2125.3
170,20110206/1445,2126.6
171,20110206/1515,2129.2
172,20110206/1545,2129.1
173,20110206/1615,2122.8
174,20110206/1645,2123.5
175,20110206/1715,2127.7
176,20110206/1745,2129.1
177,20110206/1815,2128.0
178,20110206/1845,2125.7
179,20110206/1915,2121.8
180,20110206/1945,2114.1
181,20110206/2015,2111.3
182,20110206/2045,2117.6
183,20110206/2115,2122.5
184,20110206/2145,2123.8
185,20110206/2215,2131.6
186,20110206/2245,2135.2
187,20110206/2315,2133.4
141,20110207/0015,2129.4
142,20110207/0045,2127.6
143,20110207/0115,2131.6
144,20110207/0145,2134.4
145,20110207/0215,2133.6
146,20110207/0245,2133.4
147,20110207/0315,2134.5
148,20110207/0345,2134.0
149,20110207/0415,2134.2
150,20110207/0445,2137.3
151,20110207/0515,2137.1
152,20110207/0545,2133.5
153,20110207/0615,2131.6
154,20110207/0645,2131.3
155,20110207/0715,2132.0
156,20110207/0745,2131.5
157,20110207/0815,2130.0
158,20110207/0845,2131.5
159,20110207/0915,2132.9
160,20110207/0945,2131.1
161,20110207/1015,2128.6
162,20110207/1045,2125.3
163,20110207/1115,2125.4
164,20110207/1145,2126.9
165,20110207/1215,2124.9
166,20110207/1245,2127.3
167,20110207/1315,2128.6
168,20110207/1345,2126.8
169,20110207/1415,2130.7
170,20110207/1445,2135.2
171,20110207/1515,2134.8
172,20110207/1545,2134.2
173,20110207/1615,2135.3
174,20110207/1645,2136.3
175,20110207/1715,2132.8
176,20110207/1745,2131.1
177,20110207/1815,2132.1
178,20110207/1845,2133.8
179,20110207/1915,2134.9
180,20110207/1945,2135.4
181,20110207/2015,2136.2
182,20110207/2045,2138.4
183,20110207/2115,2136.5
184,20110207/2145,2132.5
185,20110207/2215,2134.4
186,20110207/2245,2138.7
187,20110207/2315,2141.2
141,20110208/0015,2137.9
142,20110208/0045,2132.8
143,20110208/0115,2133.3
144,20110208/0145,2137.1
145,20110208/0215,2136.6
146,20110208/0245,2137.1
147,20110208/0315,2134.3
148,20110208/0345,2130.5
149,20110208/0415,2130.8
150,20110208/0445,2131.3
151,20110208/0515,2131.1
152,20110208/0545,2130.1
153,20110208/0615,2133.0
154,20110208/0645,2133.8
155,20110208/0715,2132.0
156,20110208/0745,2131.6
157,20110208/0815,2130.2
158,20110208/0845,2129.4
159,20110208/0915,2129.9
160,20110208/0945,2129.3
161,20110208/1015,2128.9
162,20110208/1045,2129.0
163,20110208/1115,2127.2
164,20110208/1145,2126.0
165,20110208/1215,2124.4
166,20110208/1245,2125.1
167,20110208/1315,2124.9
168,20110208/1345,2117.8
169,20110208/1415,2113.2
170,20110208/1445,2114.3
171,20110208/1515,2116.1
172,20110208/1545,2116.2
173,20110208/1615,2114.8
174,20110208/1645,2114.9
175,20110208/1715,2112.9
176,20110208/1745,2111.5
177,20110208/1815,2112.1
178,20110208/1845,2110.1
179,20110208/1915,2107.6
180,20110208/1945,2106.0
181,20110208/2015,2106.7
182,20110208/2045,2108.9
183,20110208/2115,2106.5
184,20110208/2145,2105.0
185,20110208/2215,2107.3
186,20110208/2245,2106.9
187,20110208/2315,2104.7
141,20110209/0015,2101.4
142,20110209/0045,2101.6
143,20110209/0115,2100.9
144,20110209/0145,2098.8
145,20110209/0215,2098.5
146,20110209/0245,2097.1
147,20110209/0315,2095.6
148,20110209/0345,2094.4
149,20110209/0415,2095.6
150,20110209/0445,2097.0
151,20110209/0515,2097.3
152,20110209/0545,2097.1
153,20110209/0615,2096.5
154,20110209/0645,2094.2
155,20110209/0715,2093.6
156,20110209/0745,2094.4
157,20110209/0815,2092.6
158,20110209/0845,2092.2
159,20110209/0915,2095.9
160,20110209/0945,2095.3
161,20110209/1015,2090.6
162,20110209/1045,2089.2
163,20110209/1115,2091.2
164,20110209/1145,2092.4
165,20110209/1215,2096.7
166,20110209/1245,2103.0
167,20110209/1315,2103.9
168,20110209/1345,2100.6
169,20110209/1415,2097.3
170,20110209/1445,2097.7
171,20110209/1515,2099.8
172,20110209/1545,2102.1
173,20110209/1615,2103.4
174,20110209/1645,2107.7
175,20110209/1715,2111.4
176,20110209/1745,2111.0
177,20110209/1815,2109.1
178,20110209/1845,2108.0
179,20110209/1915,2104.1
180,20110209/1945,2099.0
181,20110209/2015,2097.7
182,20110209/2045,2097.1
183,20110209/2115,2094.2
184,20110209/2145,2094.3
185,20110209/2215,2096.7
186,20110209/2245,2096.3
187,20110209/2315,2097.8
141,20110211/0745,2115.6
142,20110211/0815,2108.4
143,20110211/0845,2105.2
144,20110211/0915,2105.3
145,20110211/0945,2104.1
146,20110211/1015,2100.8
147,20110211/1045,2104.1
148,20110211/1115,2106.2
149,20110211/1145,2105.5
150,20110211/1215,2106.1
151,20110211/1245,2108.1
152,20110211/1315,2109.7
153,20110211/1345,2108.2
154,20110211/1415,2109.5
155,20110211/1445,2114.5
156,20110211/1515,2117.2
157,20110211/1545,2116.9
